Wellenlaenge,equ,flu,flu2,inc,led_kw,led_nw,led_ww,led,tag
512,1.3701832769143264e-5,1.074785215874983e-6,3.0267455310360377e-7,8.642788268683554e-6,1.5736164133855605e-5,1.206259705465509e-5,7.889990513365516e-6,1.0348429440477854e-5,1.6698392208981853e-5
513,1.3701832769143264e-5,1.1147772239075405e-6,2.402069516976138e-7,8.729752952266287e-6,1.594604742422413e-5,1.2239627060427994e-5,8.008195038095233e-6,1.0448414265989718e-5,1.644841627770967e-5
514,1.3701832769143264e-5,1.0347932078424256e-6,3.635712940937006e-7,8.814763123173403e-6,1.6108662127402822e-5,1.239387263936044e-5,8.123526106295508e-6,1.0598391504257516e-5,1.614844516018305e-5
515,1.3701832769143264e-5,9.148171837447532e-7,4.874284579120344e-7,8.899851207455972e-6,1.627143628607277e-5,1.2548362664535251e-5,8.23907777672053e-6,1.0698376329769376e-5,1.5798478856401993e-5
516,1.3701832769143264e-5,8.698261747081258e-7,4.427560527199367e-7,8.999437857861879e-6,1.642879892400815e-5,1.2695193374115954e-5,8.348564011486654e-6,1.0848353568037172e-5,1.5398517366366498e-5
517,1.3701832769143264e-5,8.798241767162651e-7,3.735223845334146e-7,9.101484344835616e-6,1.6585892480802025e-5,1.284150463543163e-5,8.457651811622375e-6,1.0948338393549036e-5,1.5148541435094316e-5
518,1.3701832769143264e-5,9.098181827406834e-7,2.819755498479754e-7,9.194738863913742e-6,1.6713307384285486e-5,1.2958574015004367e-5,8.552780893435287e-6,1.1098315631816832e-5,1.5098546248839878e-5
519,1.3701832769143264e-5,9.098181827406834e-7,1.7562430928610745e-7,9.282449289804373e-6,1.6821627492690777e-5,1.305686177495538e-5,8.639048744047145e-6,1.1248292870084624e-5,1.524853180760319e-5
520,1.3701832769143264e-5,8.048391616552199e-7,1.236798236345123e-7,9.377072858194006e-6,1.6906607303563165e-5,1.3141684621056108e-5,8.729939111684629e-6,1.1348277695596489e-5,1.5448512552620936e-5
521,1.3701832769143264e-5,6.398721285209202e-7,1.7514231357070917e-7,9.485589494474896e-6,1.6949540694584415e-5,1.3202541550144946e-5,8.830302994248982e-6,1.1448262521108352e-5,1.5598498111384247e-5
522,1.3701832769143264e-5,5.29894106431387e-7,2.2645666755551386e-7,9.59129011875732e-6,1.6990779871011053e-5,1.326441700524364e-5,8.927239663678925e-6,1.1498254933864284e-5,1.5698488483893117e-5
523,1.3701832769143264e-5,5.348931074354566e-7,2.716971705965519e-7,9.665845427727038e-6,1.7023707429955862e-5,1.334084719702316e-5,8.987139920826148e-6,1.1598239759376149e-5,1.574848367014756e-5
524,1.3701832769143264e-5,5.748851154680142e-7,3.17378380610588e-7,9.740443032529148e-6,1.7055698187889524e-5,1.3417063498340614e-5,9.046982776374074e-6,1.174821699764394e-5,1.5698488483893117e-5
525,1.3701832769143264e-5,5.748851154680142e-7,3.291543579362066e-7,9.849933586003187e-6,1.70271058251133e-5,1.3456663789603778e-5,9.12938783700981e-6,1.1848201823155804e-5,1.554850292512981e-5
526,1.3701832769143264e-5,5.548891114517354e-7,3.342992121759672e-7,9.966513143595106e-6,1.6985418180117498e-5,1.348855383897234e-5,9.2163051135588e-6,1.1948186648667669e-5,1.5398517366366498e-5
527,1.3701832769143264e-5,5.498901104476657e-7,3.878638026215866e-7,1.0063641070481402e-5,1.6954264563512937e-5,1.3503353021895532e-5,9.291892890137024e-6,1.2098163886935462e-5,1.5348522180112063e-5
528,1.3701832769143264e-5,5.648871134598748e-7,4.761145872124872e-7,1.0146969425526984e-5,1.693035620579242e-5,1.350581785483938e-5,9.35944331729232e-6,1.2248141125203258e-5,1.5348522180112063e-5
529,1.3701832769143264e-5,6.198761245046415e-7,6.367688321313159e-7,1.0236500798306738e-5,1.689433919670449e-5,1.349951317883838e-5,9.420473598080574e-6,1.2298133537959192e-5,1.5398517366366498e-5
530,1.3701832769143264e-5,7.348531475982442e-7,9.380201824252324e-7,1.0337922865228645e-5,1.68359485889994e-5,1.3476912086679696e-5,9.46864366958352e-6,1.2398118363471052e-5,1.5498507738875375e-05
531,1.3701832769143264e-5,9.398121887651014e-7,1.2485835288138438e-6,1.0439157940049464e-5,1.6775036591338793e-5,1.3455319335270769e-5,9.51885993927312e-6,1.2448110776226984e-5,1.5448512552620936e-5
532,1.3701832769143264e-5,1.2297542470011435e-6,1.635090845191207e-6,1.0527313585228386e-5,1.66801705400084e-5,1.3434184920566277e-5,9.579661739185749e-6,1.2498103188982918e-5,1.5298526993857625e-5
533,1.3701832769143264e-5,1.554689312265673e-6,2.024092479954733e-6,1.0615541578541656e-5,1.6583859423288486e-5,1.34122560555741e-5,9.640401635412864e-6,1.259808801449478e-5,1.5198536621348754e-5
534,1.3701832769143264e-5,1.944611390583109e-6,3.0071862481270315e-6,1.072463143465623e-5,1.6504470520578337e-5,1.3393240174970104e-5,9.66995107831296e-6,1.2748065252762577e-5,1.5198536621348754e-5
535,1.3701832769143264e-5,2.6144775251284477e-6,4.09606101904695e-6,1.083748673290156e-5,1.6426945253922273e-5,1.337415299754542e-5,9.694059750017084e-6,1.2898042491030369e-5,1.524853180760319e-5
536,1.3701832769143264e-5,3.864227776145869e-6,6.934862208761952e-6,1.0950340918098666e-5,1.6304603028254466e-5,1.3343780551931543e-5,9.739916874724884e-6,1.2998027316542234e-5,1.524853180760319e-5
537,1.3701832769143264e-5,6.248751255087112e-6,1.0859208635139286e-5,1.1063183972813568e-5,1.6154007282729353e-5,1.3306095089566908e-5,9.799086668383034e-6,1.3148004554810027e-5,1.5198536621348754e-5
538,1.3701832769143264e-5,1.0547892118587044e-5,1.692980683163879e-5,1.117429178535234e-5,1.600065096401184e-5,1.325927344889387e-5,9.858374641804438e-6,1.319799696756596e-5,1.5048551062585445e-5
539,1.3701832769143264e-5,1.839632369497645e-5,2.6403861240255047e-5,1.1282736073498882e-5,1.584376669255024e-5,1.3198416519805034e-5,9.91801828003716e-6,1.3297981793077824e-5,1.4848570317567695e-5
540,1.3701832769143264e-5,3.149370632563904e-5,3.591393000619056e-5,1.139106905682335e-5,1.568519817246222e-5,1.3135624391297469e-5,9.974664654369416e-6,1.3397966618589688e-5,1.4648589572549948e-5
541,1.3701832769143264e-5,4.869026977963877e-5,4.533948273051772e-5,1.1497242726599586e-5,1.552472615244731e-5,1.3066344252107132e-5,1.001511027144167e-5,1.354794385685748e-5,1.4598594386295511e-5
542,1.3701832769143264e-5,6.698661345453383e-5,5.484474286852735e-5,1.160360561457335e-5,1.5361812470222513e-5,1.2995597435462598e-5,1.005525312321568e-5,1.3647928682369344e-5,1.4598594386295511e-5
543,1.3701832769143264e-5,8.248351656714987e-5,6.026713802061754e-5,1.1681274119416475e-5,1.5229633833937716e-5,1.2931878448286069e-5,1.0112318191566324e-5,1.3747913507881207e-5,1.4648589572549948e-5
544,1.3701832769143264e-5,8.948211797284743e-5,6.542165986835474e-5,1.1756905746015652e-5,1.509855145415532e-5,1.2867976126427764e-5,1.017054479816154e-5,1.384789833339307e-5,1.4648589572549948e-5
545,1.3701832769143264e-5,8.598281726999866e-5,6.542441664719183e-5,1.1866251603220993e-5,1.49437998998893e-5,1.2796282080594067e-5,1.0244132522936856e-5,1.3947883158904935e-5,1.4548599200041076e-5
546,1.3701832769143264e-5,7.448511496063836e-5,6.333718260263961e-5,1.1989310214505828e-5,1.4779391322433952e-5,1.2721400048349525e-5,1.0323979273078502e-5,1.3997875571660868e-5,1.4448608827532202e-5
547,1.3701832769143264e-5,5.94881119484293e-5,5.681223956011878e-5,1.210049260127539e-5,1.4617783182043827e-5,1.266178572099271e-5,1.0392390724223228e-5,1.4047867984416797e-5,1.4398613641277764e-5
548,1.3701832769143264e-5,4.414117886593535e-5,4.578410458122503e-5,1.2199297891830337e-5,1.4459972075539288e-5,1.2618233548811308e-5,1.0449028094383044e-5,1.409786039717273e-5,1.434861845502333e-5
549,1.3701832769143264e-5,3.314337665698204e-5,3.544539089616603e-5,1.2303501466255868e-5,1.43099842540746e-5,1.257635175928607e-5,1.0512666208613804e-5,1.4197845222684594e-5,1.4298623268768892e-5
550,1.3701832769143264e-5,2.6094785241243778e-5,2.6841584849854014e-5,1.2421885275013605e-5,1.4179858607239754e-5,1.2538849631603204e-5,1.0594435349571072e-5,1.4297830048196455e-5,1.4298623268768892e-5
551,1.3701832769143264e-5,2.1695664357662448e-5,1.861729535678156e-5,1.2539467689052413e-5,1.4047380991908852e-5,1.2503170665477985e-5,1.067747745540683e-5,1.439781487370832e-5,1.4248628082514456e-5
552,1.3701832769143264e-5,1.8546293725098543e-5,1.4502695944157517e-5,1.2647867455270124e-5,1.3857359876170167e-5,1.2476413987199094e-5,1.0776585255916013e-5,1.4547792111976114e-5,1.4248628082514456e-5
553,1.3701832769143264e-5,1.5196963052371857e-5,1.044343099916856e-5,1.2755966698468235e-5,1.3671066032539644e-5,1.2451113801114294e-5,1.0875346395786312e-5,1.4647776937487978e-5,1.419863289626002e-5
554,1.3701832769143264e-5,1.1497702309360284e-5,7.999632158699468e-6,1.2886683081511758e-5,1.35535573014506e-5,1.2443281336098507e-5,1.1016513811277351e-5,1.4747761762999842e-5,1.414863771000558e-5
555,1.3701832769143264e-5,8.098381626592897e-6,5.839884760306772e-6,1.302022660703595e-5,1.3449333205976998e-5,1.2439217417319183e-5,1.1163335847059782e-5,1.4847746588511705e-5,1.404864733749671e-5
556,1.3701832769143264e-5,5.4489110944359605e-6,4.432716584786913e-6,1.3108391156600636e-5,1.3329332982837044e-5,1.2426964549420631e-5,1.1286763917325391e-5,1.4947731414023568e-5,1.3948656964987835e-5
557,1.3701832769143264e-5,3.6292747289545938e-6,3.418394428765044e-6,1.317357126040708e-5,1.3203203689251855e-5,1.241137091620975e-5,1.1397897915647764e-5,1.504771623953543e-5,1.3798671406224524e-5
558,1.3701832769143264e-5,2.6794645381813534e-6,2.649251874413465e-6,1.3266143480925894e-5,1.3093667732725717e-5,1.2403772712176232e-5,1.1527985696953211e-5,1.5097708652291363e-5,1.359869066120678e-5
559,1.3701832769143264e-5,2.149570431749966e-6,2.158121024759124e-6,1.338989218210759e-5,1.3001901097506658e-5,1.2404628274024508e-5,1.167982980991322e-5,1.5147701065047296e-5,1.3448705102443467e-5
560,1.3701832769143264e-5,1.7246553464040423e-6,1.7743685990141686e-6,1.3507864163023654e-5,1.2901792946901158e-5,1.241327555984818e-5,1.1841781106435464e-5,1.524768589055916e-5,1.3398709916189032e-5
561,1.3701832769143264e-5,1.4047192821435826e-6,1.6750754675571276e-6,1.3609585639916935e-5,1.27732817869153e-5,1.2440460019051209e-5,1.2032433202605475e-5,1.5347670716071022e-5,1.3348714729934594e-5
562,1.3701832769143264e-5,1.2147572439889345e-6,1.572153206699477e-6,1.3711919293331626e-5,1.2651706940799172e-5,1.24693148609104e-5,1.222184722506519e-5,1.5347670716071022e-5,1.324872435742572e-5
563,1.3701832769143264e-5,1.0897822188871925e-6,1.4021405158507531e-6,1.3829935796176518e-5,1.2586469712938186e-5,1.2514669824129248e-5,1.2420074081299102e-5,1.539766312882695e-5,1.3148733984916848e-5
564,1.3701832769143264e-5,9.698061947895197e-7,1.2338128588610835e-6,1.3947551601661949e-5,1.2522498163039062e-5,1.2560238677810162e-5,1.2617074119038264e-5,1.5447655541582886e-5,1.3098738798662412e-5
565,1.3701832769143264e-5,8.548291716959169e-7,1.135674427507816e-6,1.4050708910759982e-5,1.248099987143913e-5,1.260964737454823e-5,1.2832757814587346e-5,1.5547640367094748e-5,1.2998748426153536e-5
566,1.3701832769143264e-5,7.798441566348713e-7,1.0480438552151048e-6,1.4151740297756408e-5,1.2443856707944189e-5,1.265988107735428e-5,1.3049195609578157e-5,1.559763277985068e-5,1.2898758053644664e-5
567,1.3701832769143264e-5,7.448511496063836e-7,9.771891003681233e-7,1.4272116462829267e-5,1.239336911302458e-5,1.274785116882546e-5,1.3271463606222904e-5,1.569761760536254e-5,1.2748772494881357e-5
568,1.3701832769143264e-5,7.498501506104533e-7,9.139843438539138e-7,1.4400751445700004e-5,1.233812775127184e-5,1.2852076935413926e-5,1.3495554947786448e-5,1.5747610018118474e-5,1.2598786936118047e-5
569,1.3701832769143264e-5,7.798441566348713e-7,7.958175995483977e-7,1.4498699689124984e-5,1.2301423090377857e-5,1.2953736016457557e-5,1.375047432473636e-5,1.584759484363034e-5,1.2498796563609173e-5
570,1.3701832769143264e-5,8.348331676796379e-7,6.270943007374964e-7,1.4568098245688023e-5,1.2281919690603343e-5,1.3052818226696256e-5,1.4033407933185604e-5,1.589758725638627e-5,1.2398806191100298e-5
571,1.3701832769143264e-5,9.29814186756962e-7,6.338730814295603e-7,1.4651409905010292e-5,1.2274225963150138e-5,1.3160262535475863e-5,1.4307663770447226e-5,1.5997572081898133e-5,1.234881100484586e-5
572,1.3701832769143264e-5,1.109778222903471e-6,9.79742582501018e-7,1.4761267764397174e-5,1.2287869373620912e-5,1.3284044001453548e-5,1.4567738036118188e-5,1.6047564494654065e-5,1.2298815818591423e-5
573,1.3701832769143264e-5,1.4547092921842797e-6,1.549706229428696e-6,1.4873407372636568e-5,1.2304831451503495e-5,1.341125790008444e-5,1.483617492694142e-5,1.6047564494654065e-5,1.2248820632336988e-5
574,1.3701832769143264e-5,2.1245754267296176e-6,3.283671024637332e-6,1.4997835033232916e-5,1.2335965136171649e-5,1.3557671014001102e-5,1.515459623001396e-5,1.614754932016593e-5,1.2248820632336988e-5
575,1.3701832769143264e-5,3.21435764561681e-6,5.014867711780778e-6,1.5122073475631738e-5,1.2367058956966988e-5,1.3703870237455694e-5,1.5472522303602383e-5,1.6197541732921862e-5,1.2148830259828116e-5
576,1.3701832769143264e-5,4.714057946837717e-6,7.388814308209219e-6,1.5224763304477064e-5,1.240277698700881e-5,1.3866651064350726e-5,1.5766114601175718e-5,1.624753414567779e-5,1.204883988731924e-5
577,1.3701832769143264e-5,6.548691315331293e-6,9.773478354418023e-6,1.532718600174941e-5,1.2438325595591172e-5,1.402963559644773e-5,1.6059875726982273e-5,1.624753414567779e-5,1.194884951481037e-5
578,1.3701832769143264e-5,8.49830170691847e-6,1.1066231396576742e-5,1.5457490556951256e-5,1.2464675615521578e-5,1.4190909004848176e-5,1.6395281150316964e-5,1.6297526558433723e-5,1.1898854328555931e-5
579,1.3701832769143264e-5,1.0497902108546346e-5,1.2137144305749422e-5,1.5594384357619872e-5,1.2488833122447185e-5,1.435277315833434e-5,1.6742099362217473e-5,1.6397511383945585e-5,1.1998844701064804e-5
580,1.3701832769143264e-5,1.2447512500133524e-5,1.263269355436184e-5,1.56942136525379e-5,1.2522557958848284e-5,1.453727914501958e-5,1.7069963791134908e-5,1.644750379670152e-5,1.2148830259828116e-5
581,1.3701832769143264e-5,1.4397122891720705e-5,1.2831219394726068e-5,1.5773974688036014e-5,1.2560368842212867e-5,1.4732999103073323e-5,1.7387833588645587e-5,1.649749620945745e-5,1.2298815818591423e-5
582,1.3701832769143264e-5,1.6246753263226486e-5,1.3198298973120672e-5,1.5875551468660602e-5,1.2613198439660331e-5,1.49207745582502e-5,1.7706986480728755e-5,1.6547488622213382e-5,1.2398806191100298e-5
583,1.3701832769143264e-5,1.7946413604610184e-5,1.3734977096136873e-5,1.599891060296504e-5,1.2680976989413243e-5,1.5100605510550204e-5,1.802761380604873e-5,1.6597481034969314e-5,1.2498796563609173e-5
584,1.3701832769143264e-5,1.939612389579039e-5,1.439637743247682e-5,1.611588084048244e-5,1.274599496597375e-5,1.5279692938863015e-5,1.8355376938026232e-5,1.6647473447725247e-5,1.2498796563609173e-5
585,1.3701832769143264e-5,2.054589412672642e-5,1.5290920695034878e-5,1.622045172082081e-5,1.280587050294118e-5,1.5456539609954145e-5,1.869469917637168e-5,1.6647473447725247e-5,1.2398806191100298e-5
586,1.3701832769143264e-5,2.1295744277336877e-5,1.5941419796338654e-5,1.6326747825901328e-5,1.2863274479794112e-5,1.5639589104445293e-5,1.902748213448365e-5,1.6647473447725247e-5,1.2248820632336988e-5
587,1.3701832769143264e-5,2.159568433758105e-5,1.554634443651167e-5,1.6438742737872027e-5,1.2910064700510173e-5,1.584450635236803e-5,1.9323899491159566e-5,1.6697465860481176e-5,1.1998844701064804e-5
588,1.3701832769143264e-5,2.114577424721478e-5,1.5123462115720607e-5,1.6550303561036638e-5,1.2958120599188092e-5,1.6049281006649385e-5,1.9624481277588306e-5,1.6697465860481176e-5,1.174886876979262e-5
589,1.3701832769143264e-5,1.9446113905831087e-5,1.416835783496508e-5,1.6652959998435342e-5,1.3037738719166923e-5,1.6240529635519863e-5,1.9995486947701766e-5,1.6747458273237108e-5,1.1548888024774874e-5
590,1.3701832769143264e-5,1.689662339375555e-5,1.3202465611454355e-5,1.675568321872729e-5,1.3117396703018567e-5,1.64328069756603e-5,2.0369160103900147e-5,1.679745068599304e-5,1.1448897652266e-5
591,1.3701832769143264e-5,1.4897022992127674e-5,1.3478621840349826e-5,1.6878697308083298e-5,1.316205420653905e-5,1.660178044069525e-5,2.065281404614447e-5,1.679745068599304e-5,1.1448897652266e-5
592,1.3701832769143264e-5,1.3697262751150948e-5,1.3895663314654998e-5,1.7004660975224266e-5,1.3202934608110355e-5,1.676913444937453e-5,2.0928139128883168e-5,1.6847443098748973e-5,1.1548888024774874e-5
593,1.3701832769143264e-5,1.2447512500133524e-5,1.337692313612672e-5,1.7141031643229135e-5,1.3249973978031508e-5,1.6947783911503106e-5,2.123618312322032e-5,1.6847443098748973e-5,1.1598883211029313e-5
594,1.3701832769143264e-5,1.059788212862774e-5,1.2551246474764818e-5,1.7280930674093744e-5,1.329860790286524e-5,1.713062970079228e-5,2.1556202666900696e-5,1.679745068599304e-5,1.1548888024774874e-5
595,1.3701832769143264e-5,8.598281726999864e-6,1.1566191491328508e-5,1.738161701614174e-5,1.3348228458551134e-5,1.7288053080875474e-5,2.1841938824021423e-5,1.6747458273237108e-5,1.1498892838520438e-5
596,1.3701832769143264e-5,6.89862138561617e-6,1.0480025664727049e-5,1.745779403636908e-5,1.3398227721028764e-5,1.742965875202562e-5,2.210653768634274e-5,1.679745068599304e-5,1.1498892838520438e-5
597,1.3701832769143264e-5,6.148771235005718e-6,9.956152087067416e-6,1.7564357273022575e-5,1.3450927760889575e-5,1.757728391189401e-5,2.2344529219108245e-5,1.679745068599304e-5,1.1448897652266e-5
598,1.3701832769143264e-5,6.398721285209202e-6,1.003198112833113e-5,1.7703566213990326e-5,1.3506468101688427e-5,1.773163134342744e-5,2.25546190725299e-5,1.6747458273237108e-5,1.1398902466011563e-5
599,1.3701832769143264e-5,6.848631375575473e-6,9.882318248752004e-6,1.783311389640207e-5,1.354417932537098e-5,1.7861361001302677e-5,2.2759261401626253e-5,1.6747458273237108e-5,1.1348907279757129e-5
600,1.3701832769143264e-5,6.848631375575473e-6,9.32120549833545e-6,1.7943884455329953e-5,1.3549341696900462e-5,1.7944778281509805e-5,2.295195069181048e-5,1.679745068599304e-5,1.1348907279757129e-5
601,1.3701832769143264e-5,6.198761245046415e-6,8.628583068161542e-6,1.8052462309262988e-5,1.3558869162503134e-5,1.80333493033268e-5,2.314979487071575e-5,1.679745068599304e-5,1.1298912093502689e-5
602,1.3701832769143264e-5,5.098981024151083e-6,7.512155614508176e-6,1.816088433644512e-5,1.3590610771231709e-5,1.81471899554483e-5,2.337290700852661e-5,1.6697465860481176e-5,1.1248916907248254e-5
603,1.3701832769143264e-5,4.2141578464307484e-6,6.533718159084004e-6,1.8270486194741225e-5,1.361795738798248e-5,1.825994078473925e-5,2.3589153464853097e-5,1.6647473447725247e-5,1.1298912093502689e-5
604,1.3701832769143264e-5,4.204159844422608e-6,6.811848191274705e-6,1.8384562506884705e-5,1.3608748833362322e-5,1.835758687330405e-5,2.3733512859473596e-5,1.6647473447725247e-5,1.1348907279757129e-5
605,1.3701832769143264e-5,4.4891029016545805e-6,7.093233488338795e-6,1.849921760410297e-5,1.3598782865158688e-5,1.84556098164925e-5,2.387859258788917e-5,1.6647473447725247e-5,1.1398902466011563e-5
606,1.3701832769143264e-5,4.804039964910971e-6,1.4223984344924468e-5,1.8618413938061847e-5,1.3567310337571612e-5,1.847815998235069e-5,2.39635807204932e-5,1.6647473447725247e-5,1.1398902466011563e-5
607,1.3701832769143264e-5,8.748251757121957e-6,2.149580045576629e-5,1.87378774035937e-5,1.3534781417354952e-5,1.849922310023449e-5,2.404754462848236e-5,1.6547488622213382e-5,1.1348907279757129e-5
608,1.3701832769143264e-5,2.069586415684851e-5,4.41934557802546e-5,1.885126362584032e-5,1.3496033732979223e-5,1.8532559456537047e-5,2.4143315257581517e-5,1.649749620945745e-5,1.1298912093502689e-5
609,1.3701832769143264e-5,3.9742057982354026e-05,6.937574929489773e-5,1.8964104454458775e-5,1.3455581868040676e-5,1.8567382860814e-5,2.424086421073728e-5,1.6397511383945585e-5,1.1248916907248254e-5
610,1.3701832769143264e-5,6.248751255087112e-5,8.988969590356686e-5,1.9061173389789376e-5,1.342714896075571e-5,1.859313119834313e-5,2.431186211041497e-5,1.6297526558433723e-5,1.114892653473938e-5
611,1.3701832769143264e-5,7.998401606511503e-5,1.0904310292195974e-4,1.915208716845929e-5,1.340109791987141e-5,1.8614387836168805e-5,2.437256148786611e-5,1.6197541732921862e-5,1.1098931348484945e-5
612,1.3701832769143264e-5,8.248351656714987e-5,1.0695384220438116e-4,1.925637978674248e-5,1.333525276795e-5,1.8599619209025904e-5,2.4395285768057813e-5,1.614754932016593e-5,1.104893616223051e-5
613,1.3701832769143264e-5,7.148571435819655e-5,9.339801796856156e-5,1.9368196610997856e-5,1.3247990750358983e-5,1.8565569884516448e-5,2.4397750660262852e-5,1.6097556907409997e-5,1.0998940975976072e-5
614,1.3701832769143264e-5,5.4989011044766574e-5,7.595573979794185e-5,1.9493481318724173e-5,1.317236898362981e-5,1.8530389996136057e-5,2.439525200241117e-5,1.5997572081898133e-5,1.0998940975976072e-5
615,1.3701832769143264e-5,3.8592287751418e-5,5.522967227519134e-5,1.9630197031677476e-5,1.3106254750566904e-5,1.8494120284925123e-5,2.4388510128297837e-5,1.584759484363034e-5,1.0948945789721637e-5
616,1.3701832769143264e-5,2.6894625401894924e-5,3.878076600023472e-5,1.9744818737449117e-5,1.3027772750963291e-5,1.845240145956146e-5,2.4360158240332056e-5,1.569761760536254e-5,1.08989506034672e-5
617,1.3701832769143264e-5,2.069586415684851e-5,2.772415689472224e-5,1.9831514063362428e-5,1.2933953126294284e-5,1.840390943623226e-5,2.4304748814188543e-5,1.5547640367094748e-5,1.08989506034672e-5
618,1.3701832769143264e-5,1.789642359456948e-5,1.931316172260076e-5,1.993477154680033e-5,1.2843193053863793e-5,1.834385714269121e-5,2.4250228550073334e-5,1.5447655541582886e-5,1.0948945789721637e-5
619,1.3701832769143264e-5,1.7046593423877636e-5,1.593162630804981e-5,2.006917211945449e-5,1.2758731473337996e-5,1.826244635872349e-5,2.419791430820556e-5,1.5347670716071022e-5,1.0998940975976072e-5
620,1.3701832769143264e-5,1.719656345399973e-5,1.3376709139595988e-5,2.0203895476092667e-5,1.2668589290936128e-5,1.8167703069286777e-5,2.4133444433545796e-5,1.5197693477803228e-5,1.104893616223051e-5
621,1.3701832769143264e-5,1.7396523494162516e-5,1.332094416129318e-5,2.0336248040020672e-5,1.2562910164104795e-5,1.8034632646099215e-5,2.403326175995176e-5,1.5097708652291363e-5,1.104893616223051e-5
622,1.3701832769143264e-5,1.6746653363633458e-5,1.3400135465695651e-5,2.0467865992122988e-5,1.244898918156906e-5,1.7903996500075214e-5,2.3925403029353898e-5,1.4997723826779502e-5,1.0948945789721637e-5
623,1.3701832769143264e-5,1.5246953062412552e-5,1.4171907659769002e-5,2.059296148165178e-5,1.2301512784091686e-5,1.7796837378578364e-5,2.378902358255704e-5,1.4847746588511705e-5,1.084895541721276e-5
624,1.3701832769143264e-5,1.3547292721028856e-5,1.4912109071543617e-5,2.071531887255755e-5,1.2151764145863886e-5,1.7684880999575096e-5,2.364711782492604e-5,1.4697769350243913e-5,1.069896985844945e-5
625,1.3701832769143264e-5,1.2097582429848646e-5,1.5169345489516033e-5,2.0797562005587915e-5,1.2005912201203707e-5,1.754418181657372e-5,2.3475757168205543e-5,1.4497799699220185e-5,1.0598979485940576e-5
626,1.3701832769143264e-5,1.0947812198912618e-5,1.5429074337669928e-5,2.087981626910048e-5,1.1857658458206452e-5,1.7400865021727017e-5,2.3301109988545e-5,1.434782246095239e-5,1.0448993927177269e-5
627,1.3701832769143264e-5,1.0347932078424255e-5,1.6365321747658508e-5,2.1001828615057826e-5,1.171972945826816e-5,1.7258179713006425e-5,2.3108364422283036e-05,1.414785280992866e-5,1.0349003554668394e-5
628,1.3701832769143264e-5,1.0697862148709132e-5,1.731379213596131e-5,2.1124508789947612e-5,1.1579767400816331e-5,1.711314160920307e-5,2.291238860915875e-5,1.3997875571660868e-5,1.024901318215952e-5
629,1.3701832769143264e-5,1.189762238968586e-5,1.7824350094196852e-5,2.1244272778499067e-5,1.1431294406518596e-5,1.6945869082604576e-5,2.273471377651575e-5,1.379790592063714e-5,1.0149022809650646e-5
630,1.3701832769143264e-5,1.2947412600540497e-5,1.8299749681236068e-5,2.136409241946156e-5,1.127997114531462e-5,1.677405393000213e-5,2.2555812125378004e-5,1.3647928682369344e-5,1.0149022809650646e-5
631,1.3701832769143264e-5,1.2947412600540497e-5,1.6434719563772132e-5,2.148332214486705e-5,1.1111217405722493e-5,1.6566620922835054e-5,2.2347016621744384e-5,1.3447959031345618e-5,1.0199017995905085e-5
632,1.3701832769143264e-5,1.1197762249116102e-5,1.4119956854925736e-5,2.1603175177276164e-5,1.0938517142721725e-5,1.635169156423544e-5,2.213185066611052e-5,1.3297981793077824e-5,1.029900836841396e-5
633,1.3701832769143264e-5,7.998401606511502e-6,1.0914768428533214e-5,2.1700322025982214e-5,1.079235625304723e-5,1.616312165877088e-5,2.1921794578335507e-5,1.3098012142054097e-5,1.0398998740922829e-5
634,1.3701832769143264e-5,5.048991014110385e-6,7.43153556856228e-6,2.1790968673079147e-5,1.0653540281938816e-5,1.5981671250115206e-5,2.1712413803493385e-5,1.29480349037863e-5,1.0498989113431703e-5
635,1.3701832769143264e-5,3.244351651641228e-6,5.306813108234985e-6,2.19215848817828e-5,1.0481447942998468e-5,1.577872994265159e-5,2.144840021238057e-5,1.2698072840006644e-5,1.0548984299686142e-5
636,1.3701832769143264e-5,2.344531470908684e-6,3.757176112977997e-6,2.2068752117528837e-5,1.0295114235495131e-5,1.5566489492717995e-5,2.1160953262496524e-5,1.2498103188982918e-5,1.0598979485940576e-5
637,1.3701832769143264e-5,1.9646073945993878e-6,2.9095610308065862e-6,2.218075815998174e-5,1.0110504640491016e-5,1.535447311850657e-5,2.088237542246441e-5,1.2298133537959192e-5,1.0648974672195016e-5
638,1.3701832769143264e-5,1.7746453564447394e-6,2.457522312104696e-6,2.2272951944105502e-5,9.92655778237245e-6,1.514223266857298e-5,2.0608322179082657e-5,1.2148156299691397e-5,1.069896985844945e-5
639,1.3701832769143264e-5,1.624675326322649e-6,2.17761610870891e-6,2.239596603346151e-5,9.761751562785778e-6,1.4915590260860038e-5,2.03464020580618e-5,1.1948186648667669e-5,1.0648974672195016e-5
640,1.3701832769143264e-5,1.6346733283307882e-6,2.0227996891484806e-6,2.254143030542981e-5,9.610453216502313e-6,1.4677764437558884e-5,2.0092529416157865e-5,1.174821699764394e-5,1.0648974672195016e-5
641,1.3701832769143264e-5,1.8096383634732275e-6,1.975500161840853e-6,2.265649723048975e-5,9.432657353959029e-6,1.4449838687073524e-5,1.983189238970949e-5,1.1548247346620216e-5,1.0648974672195016e-5
