Wellenlaenge (nm),Bestrahlungsstaerke (W/m^2)
557,0.0011397897915647764
558,0.001152798569695321
559,0.001167982980991322
560,0.0011841781106435463
561,0.0012032433202605476
562,0.0012221847225065189
563,0.0012420074081299101
564,0.0012617074119038263
565,0.0012832757814587347
566,0.0013049195609578157
567,0.0013271463606222905
568,0.0013495554947786448
569,0.001375047432473636
570,0.0014033407933185605
571,0.0014307663770447225
572,0.0014567738036118188
573,0.001483617492694142
574,0.001515459623001396
575,0.0015472522303602383
576,0.0015766114601175718
577,0.0016059875726982273
578,0.0016395281150316963
579,0.0016742099362217473
580,0.0017069963791134907
581,0.0017387833588645588
582,0.0017706986480728755
583,0.001802761380604873
584,0.0018355376938026231
585,0.0018694699176371678
586,0.001902748213448365
587,0.0019323899491159567
588,0.0019624481277588307
589,0.0019995486947701766
590,0.0020369160103900145
591,0.002065281404614447
592,0.002092813912888317
593,0.0021236183123220322
594,0.0021556202666900694
595,0.0021841938824021423
596,0.002210653768634274
597,0.0022344529219108246
598,0.00225546190725299
599,0.002275926140162625
600,0.0022951950691810475
601,0.0023149794870715753
602,0.002337290700852661
603,0.0023589153464853097
604,0.002373351285947359
605,0.002387859258788917
606,0.00239635807204932
607,0.0024047544628482357
608,0.002414331525758151
609,0.0024240864210737277
610,0.002431186211041497
611,0.002437256148786611
612,0.0024395285768057814
613,0.0024397750660262855
614,0.0024395252002411168
615,0.0024388510128297834
616,0.0024360158240332055
617,0.0024304748814188543
618,0.002425022855007334
619,0.002419791430820556
620,0.002413344443354579
621,0.002403326175995176
622,0.0023925403029353897
623,0.002378902358255704
624,0.002364711782492604
625,0.0023475757168205545
626,0.0023301109988545002
627,0.002310836442228303
628,0.002291238860915875
629,0.002273471377651575
630,0.0022555812125378003
631,0.0022347016621744385
632,0.002213185066611052
633,0.002192179457833551
634,0.0021712413803493384
635,0.002144840021238057
636,0.0021160953262496524
637,0.002088237542246441
638,0.002060832217908266
639,0.0020346402058061797
640,0.0020092529416157866
641,0.001983189238970949
642,0.0019566595704024192
643,0.0019289120875115799
644,0.0018997712089358807
645,0.0018693888800852207
646,0.0018373103902514561
647,0.001806802002986657
648,0.0017790185034060634
649,0.001749950783731427
650,0.0017183618957740065
651,0.0016877375797890613
652,0.0016604245482183804
653,0.0016319758653988922
654,0.0016004893999029591
655,0.0015695589420551047
656,0.0015404777161218105
657,0.001511372854235865
658,0.0014820395114742925
659,0.001452260462177013
660,0.0014202798927185167
661,0.0013891558451632345
662,0.001363077510738185
663,0.0013367065407088835
664,0.0013086619201275733
665,0.001280440592662157
666,0.0012514370277161451
667,0.0012230131063708624
668,0.001198929196140944
669,0.0011738795884169949
670,0.0011427611684694864
671,0.0011125464297783386
672,0.0010924019575424258
673,0.001071311259335381
674,0.0010452037739020615
675,0.0010187101220232857
676,9.920926627734802e-4
677,9.657784190305415e-4
678,9.434907286499512e-4
679,9.206677402178914e-4
680,8.964053222693796e-4
681,8.730488366203378e-4
682,8.559233508509039e-4
683,8.373275962744159e-4
684,8.129744612885857e-4
685,7.892778430256791e-4
686,7.685862547619712e-4
687,7.481880899676036e-4
688,7.290881017345587e-4
689,7.098668948300605e-4
690,6.906338699492366e-4
691,6.723578760464715e-4
692,6.565516140914355e-4
693,6.411538039086417e-4
694,6.267189899681471e-4
695,6.10357958438743e-4
696,5.911444050808176e-4
697,5.729392064838503e-4
698,5.560479417499731e-4
699,5.392318618559577e-4
700,5.225107759811687e-4
701,5.078767447254718e-4
702,4.949811940633415e-4
703,4.82395161828785e-4
704,4.7000508289692165e-4
705,4.5767173025142106e-4
706,4.4527366011651857e-4
707,4.340558118839944e-4
708,4.2322964515254576e-4
709,4.085998908787573e-4
710,3.9293825844351497e-4
711,3.809938860473582e-4
712,3.694952201869079e-4
713,3.566070979670392e-4
714,3.438739600652685e-4
715,3.389832312531335e-4
716,3.331298438551658e-4
717,3.208988011189977e-4
718,3.0969310851926567e-4
719,3.0263811430937803e-4
720,2.951714043147394e-4
721,2.8686944477427295e-4
722,2.777142273431017e-4
723,2.673371437120239e-4
724,2.599199566657971e-4
725,2.554523114061168e-4
726,2.494944756078623e-4
727,2.425107269123944e-4
728,2.3396700534195384e-4
729,2.2468662991388726e-4
730,2.1942234049770933e-4
731,2.1490112041201996e-4
732,2.0699748294980233e-4
733,1.9891680094701235e-4
734,1.9320376608692998e-4
735,1.8771954975894137e-4
736,1.83610270562314e-4
737,1.7857671306487305e-4
738,1.7158970035689627e-4
739,1.652124952273179e-4
740,1.5964206394823051e-4
741,1.537955422317471e-4
742,1.477287559469866e-4
743,1.4164846340356828e-4
744,1.354616965210645e-4
745,1.304176716731638e-4
746,1.2546729021862364e-4
747,1.2006321102533781e-4
748,1.1524856747030827e-4
749,1.1432642766044883e-4
750,1.1266752144080792e-4
751,1.0934159399111584e-4
752,1.088707770695214e-4
753,1.1181169736095814e-4
754,1.1005337382238047e-4
755,1.0537389415086855e-4
756,1.0096206350509157e-4
757,9.654611345042393e-5
758,9.104206543263948e-5
759,8.59257821009197e-5
760,8.419496630914167e-5
761,8.284410408383788e-5
762,8.24341216022812e-5
763,7.894493725106327e-5
764,7.21451888193765e-5
765,6.906191256168686e-5
766,6.781430568382173e-5
767,6.88921951664364e-5
768,7.01066779449433e-5
769,6.631331013832127e-5
770,6.42918509154435e-5
771,6.784130694592174e-5
772,6.661570401445325e-5
773,5.934010757982204e-5
774,4.9081124925490965e-5
775,3.705887769295655e-5
776,4.4780585851054e-5
777,5.512614362338139e-5
778,5.3807223699803244e-5
779,5.191607736254191e-5
780,4.856829228425534e-5
