Wellenlaenge (nm),Bestrahlungsstaerke (W/m^2)
672,1.5446913102575336e-4
673,1.4747052962005584e-4
674,1.3797242771232342e-4
675,1.344731270094746e-4
676,1.4797042972046278e-4
677,1.6746653363633457e-4
678,1.8146373644772968e-4
679,1.8846233785342728e-4
680,1.894621380542412e-4
681,1.8096383634732275e-4
682,1.639672329334858e-4
683,1.4497102911802101e-4
684,1.3747252761191645e-4
685,1.6146773243145096e-4
686,2.109578423717409e-4
687,2.454509492998217e-4
688,2.4395124899860077e-4
689,2.109578423717409e-4
690,1.684663338371485e-4
691,1.5046993022249763e-4
692,1.5796843172860217e-4
693,1.684663338371485e-4
694,1.624675326322649e-4
695,1.274745256037771e-4
696,8.49830170691847e-5
697,6.048791214924324e-5
698,5.29894106431387e-5
699,5.4489110944359615e-5
700,5.9488111948429304e-5
701,6.848631375575474e-5
702,9.448111897691712e-5
703,1.5246953062412552e-4
704,0.00026144775251284473
705,4.1891628414103993e-4
706,5.998801204883627e-4
707,7.448511496063836e-4
708,7.948411596470805e-4
709,7.598481526185927e-4
710,6.89862138561617e-4
711,6.148771235005718e-4
712,5.498901104476658e-4
713,4.469106897638302e-4
714,2.8094385642871654e-4
715,1.334733268086607e-4
716,6.298741265127808e-5
717,3.86422777614587e-5
718,3.234353649633089e-5
719,3.1993606426046007e-5
720,3.129374628547626e-5
721,2.829434568303444e-5
722,2.594481521112169e-5
723,2.8544295733237923e-5
724,2.924415587380768e-5
725,2.2195564458069417e-5
726,2.1995604417906633e-5
727,3.7192567470278496e-5
728,4.854029974951668e-5
729,4.624075928764463e-5
730,4.149170833377842e-5
731,3.7392527510441263e-5
732,2.764447555250538e-5
733,1.544691310257534e-5
734,9.048191817366136e-6
735,9.298141867569624e-6
736,1.369726275115095e-5
737,1.9896023996197364e-5
738,2.5444915110714716e-5
739,2.7794445582627475e-5
740,2.554489513079612e-5
741,1.9146173845586912e-5
742,1.5196963052371858e-5
743,2.2945414608679872e-5
744,3.359328674734831e-5
745,3.3643276757389e-5
746,2.754449553242399e-5
747,2.4045194829575214e-5
748,3.0293946084662312e-5
749,4.254149854463306e-5
750,4.344131872536559e-5
751,3.229354648629019e-5
752,2.1345734287377572e-5
753,1.4997003012209069e-5
754,1.4297142871639311e-5
755,2.3695264759290327e-5
756,1.0997802208953317e-4
757,4.5890829217359744e-4
758,0.0010297942068383558
759,0.0015196963052371856
760,0.0016646673343552064
761,0.0013347332680866068
762,7.798441566348714e-4
763,3.074385617502859e-4
764,5.4489110944359615e-5
765,2.0945814207051997e-5
766,7.998401606511503e-5
767,1.6596683333511367e-4
768,2.6394725301487955e-4
769,3.179364638588322e-4
770,2.8094385642871654e-4
771,1.8846233785342728e-4
772,9.448111897691712e-5
773,4.5890829217359744e-5
774,3.654269733974943e-5
775,2.2545494528354297e-5
776,7.048591415738263e-6
777,6.3987212852092005e-6
778,1.4097182831476527e-5
779,1.76964635544067e-5
780,5.198961044232477e-6
