Wellenlaenge (nm),Bestrahlungsstaerke (W/m^2)
759,0.0034856039992928645
760,0.0034923535237034223
761,0.003499837659939668
762,0.0035098050067563806
763,0.003516272929967091
764,0.0035189954459150167
765,0.003525460029981066
766,0.0035337811784793066
767,0.0035442416056578057
768,0.003555303078875504
769,0.003568656318379703
770,0.003580707291465638
771,0.003588418489538913
772,0.003595568711308937
773,0.003601976529915728
774,0.0036108452981385712
775,0.0036211421072286226
776,0.0036212678816775657
777,0.0036203607473776645
778,0.003630241276433159
779,0.003640290988818206
780,0.0036506100588726714
