Wellenlaenge (nm),Bestrahlungsstaerke (W/m^2)
380,0.001194884951481037
381,0.0010998940975976072
382,0.0010099027623396211
383,9.699066133360717e-4
384,9.799056505869592e-4
385,0.0010149022809650646
386,0.0010598979485940577
387,0.0011148926534739379
388,0.0011598883211029313
389,0.0011998844701064805
390,0.0012148830259828115
391,0.0011998844701064805
392,0.0011498892838520437
393,0.0010998940975976072
394,0.0010848955417212761
395,0.0011198921720993816
396,0.0012098835073573676
397,0.0013498700288697909
398,0.0014998555876331004
399,0.0016498411463964108
400,0.001794827186534277
401,0.001904816596294038
402,0.0019498122639230303
403,0.0019348137080467001
404,0.0019248146707958125
405,0.0018798190031668193
406,0.00183982285416327
407,0.00183982285416327
408,0.0018648204472904884
409,0.0018948175590431503
410,0.0019148156335449251
411,0.0019348137080467001
412,0.0019548117825484742
413,0.0019748098570502495
414,0.0019848088943011364
415,0.0019948079315520234
416,0.001999807450177468
417,0.0019598113011739184
418,0.0019198151521703688
419,0.0019148156335449251
420,0.0019198151521703688
421,0.0019198151521703688
422,0.0019148156335449251
423,0.0018998170776685934
424,0.0018798190031668193
425,0.001859820928665045
426,0.0018248242982869388
427,0.0017798286306579458
428,0.0017198344071526215
429,0.001644841627770967
430,0.0015948464415165304
431,0.001614844516018305
432,0.0016848377767745165
433,0.0017648300747816156
434,0.0018298238169123827
435,0.0018698199659159319
436,0.0018748194845413758
437,0.0018698199659159319
438,0.0018798190031668193
439,0.0018998170776685934
440,0.0019398132266721434
441,0.001999807450177468
442,0.0020448031178064603
443,0.0020548021550573477
444,0.002034804080555573
445,0.0020298045619301297
446,0.002039803599181017
447,0.0020548021550573477
448,0.0020847992668100094
449,0.002114796378562672
450,0.002144793490315334
451,0.002164791564817109
452,0.0021497930089407775
453,0.0021197958971881153
454,0.0020997978226863405
455,0.0021047973413117847
456,0.0021097968599372284
457,0.002114796378562672
458,0.0021097968599372284
459,0.0020997978226863405
460,0.0020947983040608973
461,0.0020997978226863405
462,0.0020897987854354536
463,0.0020847992668100094
464,0.002064801192308235
465,0.002049802636431904
466,0.0020298045619301297
467,0.002009806487428355
468,0.001999807450177468
469,0.001999807450177468
470,0.00198980841292658
471,0.0019748098570502495
472,0.001964810819799362
473,0.0019698103384248053
474,0.0019748098570502495
475,0.0019798093756756927
